User Name,Sex,Comments,Likes,Replies
-柒叶-,保密,从哪看哇,0,
山茶花Echo,保密,毕业多年有的也需要[捂脸],0,
肖申克的螺旋丸,男,提前交学费了[doge_金箍],0,
找不到支点的阿基米德,保密,有用的，智齿！,0,
Jian-亓,女,网课[大哭][大哭],1,
无烜,男,很需要,0,
深深浅浅～～,保密,快发出来我要看，虽然我已经工作了，但是我现在感觉我啥也不懂,0,
牵猫散步的鱼JW-D,女,开网课[保卫萝卜_哭哭][保卫萝卜_哭哭][保卫萝卜_哭哭],0,
橘子面面,男,网课！！！！,0,
天天都在追墙头,保密,老师教教砍价吧，我买东西老被坑[大哭],0,
休闲的朱,男,正经起来还蛮帅的[doge],1,
晓羽Neko,男,求老师分享网课[可爱小黄豆_哭了],0,
南有林鸲,保密,老师开个网课吧太需要了[大哭][大哭][大哭],0,
湖底南波万要少喝白茶,女,网课端上来啊啊啊啊啊,0,
12轻轻轻轻,保密,需要处理人际关系[脸红],0,
Aluid,保密,有网课踢我,0,
balaba-叭叭,女,老师你能来北交上课吗[委屈][委屈],0,
chaochaoaoao,女,老师，开网课吗,0,
请输入1988B,保密,完整的课程在哪里看呢,0,
量子_纠缠,保密,321上学习通,0,
雷区取水,保密,人际交往指南or待人接物指南[吃瓜],0,
钟磬击缶响叮当,保密,小学的这种课也被语文数学老师拿去上自己的课，然后说是因为我们不听话，然后有微词她就说你们以为我想上课啊？几乎每个老师都这么说。我只记得唯一一次上这个课还是大发善心的刚换的数学老师教的炒猪前腿肉，后来他也拿去上数学课了。。。,0,
柠檬加糖白兔杯,女,提名内容 家里水电气网的办理与维修,0,
红茶Outro,保密,有网课踢我！！！！！！,0,
爷现在很烦,保密,老师。。你简直是当代菩萨啊,0,
-泡音乐的卤蛋-,保密,我要看！,0,
鱼儿小心,女,啊啊啊啊我需要,0,
你撇下半边风月,女,还好我是南传的,0,
萧映,保密,网课！,0,
七休牢日,保密,[doge_金箍],0,
叱咤威海爱莉乔,保密,血书开到山大[doge_金箍],0,
首先我是一片叶子,保密,老师能不能开网课,0,
十九邪,保密,老师搞成网课吧求求了[酸了][酸了],0,
三次方樱,女,网课[大哭][大哭][大哭],0,
C1ANNAD,保密,想上网课,0,
为什么要奖励Ta,保密,我需要[大哭],0,
小馋猫恩,保密,网课网课[大哭]，社保知识一点不了解,0,
我在看哪儿,保密,蹲！！我想上课,0,
苏寒石,保密,说实话，有些社会知识是不方便公共讲的，只能是事教人一教都会,0,
咖咖啡噻,保密,网课！！！！[大哭][大哭],0,
雾霾白面包,保密,开课!,0,
睡局局长,保密,务必！,0,
资深打铁小叶,男,哥，还有办电话卡，保险怎么买,0,
啊啊啊想你想你,保密,我也想上宝贝,0,
次羽瑄,保密,真的很想知道医保到底该怎么用,0,
鲜虾脆饼,保密,太好了，又是一门可以白拿学分的课,0,
早柚球球,女,想看网课老师,0,
恍间梦的马鹿,保密,插眼,0,
晶玄仙,保密,老师开个网课吧[脱单doge],0,
扉鱼非鱼,保密,退一步讲，难道只有大学生需要吗，已经毕业的大学生也需要呀,1,
那就去吧孩子,保密,可以上大学生慕课吗，我想看[脱单doge][脱单doge][脱单doge],1,
陈南辉focus,男,阿弥陀佛,0,
w德伊,女,没错！很多生活上的常识什么都不知道！家长不是不告诉，而是也是觉得你们应该知道或者解释不清楚，,0,
柳柳喑,保密,蹲，开课踢我[星星眼],0,
a_Fj,男,会有模拟婚事和模拟丧事，其中的个个角色扮演吗,1,
顾咕咕咕吖,保密,刚需！！,0,
小兔子乖乖pi,保密,老师我需要网课,0,
就怕你又没备课,女,开个慕课,0,
我是彼岸呐,女,如何挑西瓜必须安排上。,0,
轶弋亦翊,女,开直播上求求了,0,
眉上刘海嗨嗨嗨嗨,女,我都是从小红书、b站学的[再见],0,
草莓理论家,女,我真的很需要知道怎么用医保[大哭],1,
是利歪的狗呀,保密,开慕课也行啊,0,
等等-别被骗了,保密,等你[脸红][脸红][脸红][给心心],0,
奋斗中的嬛嬛,女,求求开网课传B站,0,
喜欢头头妃,保密,网课！,0,
鲸小落落落落落落,女,首页刷到了，先一键三连+关注交个学费[脱单doge],0,
蓝色的卷笔刀,保密,老师慕课慕课,0,
蒲草叫浦早,女,！！！！我真的很需要！！！！,0,
卷卷呀卷年,女,@Yolo飞鸟,0,
月影独觞,女,想看想看,0,
死神死了hh,保密,雀食，死读书读傻了都[笑哭],0,
eeeeesri,保密,我还以为是教大学生怎么开门。。。,0,
Noctilucal,保密,网课网课网课[星星眼][星星眼][星星眼][星星眼],0,
从天而降的羊杨,保密,开网课！！！！,0,
何裂变非核裂变,保密,普及本该知道却不知道的常识，会抢爆的吧,0,
jderwho,保密,逆天,0,
晾月亮的light,保密,狠狠开[猴哥],0,
幺玖柒肆,保密,老师开网课呗，球球了[抓狂],1,
枯芷葳蕤,女,中国大学MOOC有吗[大哭],0,
三里屯大白菜,女,蹲蹲,0,
蛇猫狗狗,女,老师想看,0,
我的劫会R闪i,保密,能不能照顾一下B站的其他学生[委屈],0,
llwwllwwllwwll,保密,[大哭][大哭][大哭]我需要,0,
老是撞昵称的铃铛子,女,老师你考虑开网课吗，我需要[酸了],0,
王嘉兴鲤鱼屠宰场,保密,我需要！！！,0,
金鱼catice,女,二十的在校大学生，压根没有一点生活经验[笑哭]导致除了基本的照顾自己之外就像个原始人，什么都不懂,0,
呜呜十分抱歉,保密,真的非常非常非常非常非常非常需要，基本全是盲区,0,
桀耿不是桔梗,保密,《等你到那个年纪自己就知道啦》,0,
如梦泡影111,保密,我去，我需要,0,
我随风之影,男,三连插眼[脱单doge],0,
永不羡仙,男,大学生表示水课秒了[OK],1,
奇境国王,保密,说句不好听的：生命自会找到出路[doge]（不喜勿喷，你是对的）,0,
琉盈久久,女,蹲，有没有友友踢踢我,0,
瑟瑟发抖的夜仔,保密,[原神_吃惊],0,
SUL羽,女,厨子老师你一定要开网课啊[大哭][大哭][大哭],1,
闲来无事的小张,保密,蹲蹲，需要,0,
wwwaoawww,保密,在哪看？,1,
肝帝不会非,保密,卧槽这个很重要啊,0,
我在家喝小叮噹,女,蹲蹲,0,
别怕别怕我诅咒ta,保密,非常需要网卡,0,
灿灿灿的champion,女,蹲蹲,0,
赛高-lolm南冬子,保密,网课！,0,
霖夜阁,女,家里边从小学就说离开学校社会多么可怕，完事不说怎么解决[笑哭],0,
拙劣根,女,好像学,0,
LockEverything,男,租房指南，未知事情处理指南，车祸处理指南，死亡指南，围观注意事项，,0,
WISH不久,女,蹲个网课,0,
恒河沙粟,保密,我能学这门课么？,0,
Dearfootball,保密,这不比某些落后的专业课强？,0,
早睡早睡_-,女,网课网课！！！！,0,
六六耶诶,保密,网课！！！老师！！！！！！！,0,
成步堂男人中的男人,保密,卧槽这个我真的需要,0,
haluy-,保密,我靠，能不能放上b站啊[大哭],0,
Stress_Z,保密,自己买房，水电气  之类的,1,
粟粟_米,保密,网课网课！,0,
阿水真是好学生吗,女,课程同步B站吗,0,
精分的姜羽儿x,保密,开个网课plz,0,
Y7rainy,保密,老师我需要,0,
深海欧皇降霖,女,举手🙌🏻,0,
浮毛狐狸球,女,需要！,1,
初舞_月白,保密,mooc[doge],0,
是天上星啊,保密,互关互赞,0,
焉焉Y,保密,蹲个网课,0,
晨光里的岚烟,女,蹲蹲,0,
Teasure-c,保密,第一步死于如何选课,0,
凉梁_NO,男,蹲个网课,0,
无事小神仙-修,保密,确实 都是吃了一个个亏后自己摸索出来的,1,
上卿的薇尔莉特,男,能在慕课发吗老师,0,
辞去千山远,保密,在哪看,0,
每天都在努力的皮卡丘,保密,蹲个网课,0,
暴雨の秋衣,男,蹲一个网课，有了踹一脚，谢[龙年],0,
崩铁可不可以抽我,保密,有课吗,0,
小沢_Taek,男,蹲蹲网课！,0,
E2bg,保密,我支持你，但是网课免费分享你做不成，感觉你做到一半就会来人给下架……[保卫萝卜_哭哭],1,
此处风雪声寂静,女,网课网课！,0,
vect-G,保密,想要,0,
害_-_-_-_-,保密,啊？up主你玩真的啊？,0,
音律无言胜千语,女,纪念粉丝数[脱单doge],0,
SeoChan28,女,蹲个网课,0,
寄雪与梦,保密,我们大学发了，虽然不加分[doge_金箍],1,
逢了个逢丷,保密,最近发现被两个同桌排挤了，明明上个星期还在一起玩，结果就周日放了半天假，周一回来就发现对我不一样了。班主任从高二下学期开始不分小组了，我还要和她们坐一年，我该怎么办[大哭],0,
leqin_,保密,在哪看？？？？,0,
瓜皮尘心,保密,@寒冷的冰雾花,0,
请问这是梦嘛,男,我要网课,0,
江景青棠,保密,在哪看,0,
奈何桥断三世缘,保密,留学生也可以看😂来马来西亚读书，我们因为是租了学姐的房子被坑的少一点，其他有人就惨了，签了合同房东直接跑路水电网全断，房间里全甲醛自己成人肉净化器……,0,
我裂裂幵幵了,男,毕业租的第一个房子就是社会让我交的学费。,0,
衣褐怀宝,保密,蹲蹲,0,
橘澄澄子,女,生活常识，他们觉得应该由我们的父母教给我们，但是没有，父母只会说  “真不知道你在学校学了啥，这都不会”,0,
仰望星空派dx,男,网课誒,0,
甜酒酿奶茶丶,保密,蹲个网课[脱单doge],0,
陆陆井,保密,五险一金和买房买车贷款真的分不清,0,
断管诀爱人,保密,租房合同！！！,0,
依一一李一一依,男,所以在哪里看课程呢,0,
呆呆31713,保密,为什么我读书的时候学校没有开这类型的课,0,
我才是闵苏噶老婆,女,开网课,0,
可乐姜丝鸭压,保密,网课,0,
黎渝渝渝渝渝,保密,速来。。,0,
开心麻瓜儿,男,缺失真的缺失,0,
EnaSaito,保密,开课了踢我一下,0,
唉呀2333333,保密,什么时候开课呢[脱单doge]？,0,
随风的风114514,保密,求求了,0,
懒的想名字QwQ,保密,@山东理工大学官方,0,
一个人的道路-w,保密,大学生的通识教育中不包括这些吗,0,
半世辰晓丶,女,网课网课，出了踢我一下,0,
盘尼西林_l,女,老师，大学生医保,0,
叽古叽咕啾,女,先投两个币交学费,0,
bili_91930546937,保密,对对对,0,
xCpVa,男,大学生生存指南,0,
菠萝Billy,男,哇，付费支持[脱单doge],0,
来一杯呆桃柚子露,保密,网课网课我要网课,0,
莫炙,保密,中国在学校太注重成绩了，除学习外很少教生活的,0,
路路路路人A,男,谁懂啊，买水果买菜对一斤完没概念，知道一瓶矿泉水一斤，但拿袋子装东西就没数了[辣眼睛][辣眼睛],0,
花芯ii,保密,课在哪呢？我怎么找不到啊[疑惑],0,
你好我叫阿哈,男,喔？,1,
云-芽,保密,蹲，想看,0,
许齐1,保密,刻在哪呀？怎么看？,0,
行不得也-哥哥,保密,这些比什么形势政策、军事理论、共同体意识等水课好[doge],1,
最强饮水机管理员,保密,超星能看到吗？,0,
uni_田不田田不辣,女,我steam是我哥帮我安装的，游戏是他花钱给我买的，电脑是被我丢在一边不碰的（被打）,0,
Sev-Always,保密,请问这门课会讲解如何随意逃课还能顺利毕业的知识吗？[吃瓜],0,
明月出天山mio-,保密,球球网课,0,
D_Kitty_,保密,蹲蹲网课,0,
大颜zi_社恐版,女,需要需要需要！！！！,0,
传奇贝斯手长崎soyo,保密,@守望先锋高手0,0,
糯米捏捏捏捏捏,保密,我要这个！,0,
书与美食,男,请发PPT,0,
浮生一念如云,男,网课[酸了]求,0,
-oCuCo-,女,何止不教，家长还觉得我们会自动获得呢[微笑],0,
对莎朗一心一意,保密,上课上课,0,
沐昭,保密,蹲蹲网课,0,
炸鸡吖Z,保密,怒求录制网课,0,
裤裤飞飞886,女,怎么看呀,0,
星芒落雨,保密,怎么买菜[大哭][大哭][大哭][大哭][大哭],0,
啦媛,保密,怎么学,0,
念笙阁_血狼,男,蹲网课+1,0,
家小叶子,保密,cy，有网课踢一下我（）,0,
起飞飞飞飞929,保密,网课网课,0,
巧巧努力點,保密,蹲网课！,0,
Angela-2007,女,什么？你开了门🚪？,0,
蔬菜界老大哥,保密,老师求网课！！！我恨学校没用的知识！！,0,
三月卟嘤qwq,保密,请问怎么选课,0,
回挽了个忆,男,臣附议,0,
书与美食,男,录课别逼我求你，不要慕课，直接发B站可以吗[大哭],0,
取不到好的名字,保密,出了课踢我一下,0,
卷中卷王中王,保密,脱离生产是这样的,1,
提子酱牛肉,保密,怎么生活呢,0,
鲟梦泽没有东边和西边,男,我直接两个币＋关注，当学费了[脱单doge],0,
淡然--_--,男,所谓的学习不只是读书，日常生活独立都难那这书就读死了,0,
Berryovoo,保密,我要网课老师,0,
终了_koc,保密,求,0,
又菜又爱爬的虾滑,保密,蹲！,0,
地天帝,保密,遇事不决，直接问AI。[doge],0,
蛾子火_,保密,求网课[大哭]二十二岁了还没自己买过菜，整个就是一社会白痴,0,
憨五弟他二哥,男,如何医保报销![大哭],0,
就考了四分,保密,录！,0,
圣树国家森林公园,保密,蹲网课,0,
灵笼狂热粉丝,保密,蹲蹲网课,1,
子什么明,男,求,0,
錦濃,保密,求求发出来,0,
抬眼望星辰i,女,蹲蹲网课,0,
欧气附体o,保密,蹲蹲网课,0,
cn徵羽,女,无偿就蹲个,0,
发电小鹿包,女,需要,0,
柒夕夕夕夕,保密,蹲网课,0,
guizhuwu2,男,赶紧发出来吧，两天了up，生产队的驴也不敢这么歇啊【bushi,0,
宏区,保密,要的球球,0,
蜡烛无言,保密,蹲住,0,
鸡0哥,保密,我都21了到现在还不会自己去医院看病[酸了][酸了],0,
冰川Leona,保密,医保！,0,
中国亿心一意,男,蹲,0,
偏头痛的诗,保密,cy,0,
Lumos_防emo版,保密,wow～你是那个……那个谈恋爱分手挂科那个老师吗[哦呼],0,
小凯文鸭,男,网卡,0,
风--度,保密,来吧,0,
QQ短视频推荐官,男,哥，多少钱一节，你说！,0,
有鹤临川,保密,！！！！社保公积金之类的！！！,0,
-02-_,男,说实话，从小到大，大型医院基本没去过，去也不是自己生病，现在出来上班两年了都还不知道去医院看病到底先干啥[呆],0,
南桥泠歌_er,保密,我蹲,0,
遥不可及的诗与远方,保密,厨子老师，快把网课端上来吧[酸了],0,
Wuli名字去哪了,保密,蹲,0,
萝呗呗呗呗呗呗呗,女,b站大学,0,
文砸会努力,保密,能发B站吗,0,
幽幽-Yu-,保密,蹲网课,0,
合法的咸鱼,保密,国外不是有人做过这系列吗？,1,
木乃辛,女,蹲,0,
肉片泡饭,保密,你好，傅老师[脱单doge],0,
一扁-,保密,网课网课网课！！要的要的！！,0,
桂花乌龙小熊软糖,保密,需要！[脱单doge],0,
晴朗的天空007,保密,你父母不称职！,0,
Aaaab___,女,@这个SD 河南拔智齿,0,
hysgjwhhw,男,非常有用，学校非常没用,1,
不要认识我丨,保密,蹲网课,0,
干拌酸奶,保密,到时候能踢我一下子,0,
白石头丶,女,@烟台大学,0,
曲奇咬曲奇,女,蹲,0,
可乐侠plus,保密,需要,0,
细雨如初酿,保密,需要需要,0,
萧湿风雨中,保密,现在某着大学好像有了,0,
当乌云不断堆叠_,保密,蹲网课,0,
夏饮茶的白月雲,男,cy,0,
棺砌夷夜,男,做了二十年巨婴，今天来学学怎么当人[撇嘴],0,
中奖绝缘体我也很无奈,保密,如何安装steam！！！,0,
阿容不秃啦,女,毕业早了，看到这种课已经是毕业三年接受毒打以后了,0,
斋月柏舟,保密,蹲,0,
在A姬腰上穿孔,保密,我草我要网课,0,
燕麦早点睡,保密,1111111,0,
橘前辈真的背叛了吗,保密,码住,0,
翻滚吧章鱼小丸子,保密,学生医保咋用就是不知道 交了跟没交一样,0,
氖氩氙氡Jy,保密,很扯 但又不那么扯 不晓得是谁的悲哀,0,
remila,保密,提名：毕业后如何甄别用人单位的谎话[脱单doge][脱单doge][脱单doge],1,
小暗本暗,男,要,0,
FFF呵呵哒,保密,多少钱？,0,
小王的一千零一页,女,蹲一个,0,
烟雨-夕阳,保密,需要,0,
4T3A2T1Lo1Lo1Lo,保密,非！！！！！常！！！！！！！需！！！要！！！！！！！！！！！！！,0,
果汁商人,男,有的东西连毕业都不知道,0,
一锅薯条嘻嘻,男,1,0,
狸奴项铃摇,男,你也！配享太庙！！！,0,
我叫榔头崽,女,我就很没有常识,0,
孤独的无线电波,男,大学有大学生生活课，必修。然后某一节课上课前就有学生当我们面跳楼了。,1,
烦恼通通都忘掉AAA,保密,@向晚今天五杀了吗,0,
bili_69367176952,保密,@成都理工大学,0,
七楼的礼物,女,智齿,0,
忽丷略我i,保密,可以看点孔子,0,
Ludelaetare,保密,蹲一个[未定事件簿_偷听],0,
它本来就是空的,保密,朋友你配享太庙！,0,
武今之硕,男,我想起以前我还有大学生就业指南这个课程呢，到现在我都没想出来这个课程有什么用，书上讲了一堆理论知识，就是没讲怎么找工作，怎么挣钱，反而是一些没用的故事和乱七八糟的理论很多,1,
杯处cup,女,"感谢up主🙏🌹🌹，
本人学生党，一天能有百八十的
主要轻松无脑操作
一天一两小时
放动态啦[笑哭][喜欢]！",3,
洁鶛,保密,丸辣高一除了五险一金和行政都会,0,
墨湫尘,保密,[脱单doge]放个屁股,0,
鹅饿了呀,保密,吹更，快更,0,
尽流霞,男,这就是家长放任：你上了社会你就懂了。实际上家长要教育，这句话和你去高考了就知道题怎么写了一样不负责，很出生的行为。,0,
二乃の天外飞仙,男,教你们怎么生活的话，我还能卖我的各种花里胡哨的产品吗[生气],1,
-liran--,保密,别说了，你TMD倒是上链接啊,1,
我真不是仙二代,男,说句很现实的，如果学校真的开了这种课如果是公开课没有多少会去听，如果搞成必修课老师在下面讲学生在下面玩手机，这就是现状。,0,
貓踩死了我の顏料,保密,配享太庙!!,1,
KW夜帆,女,蹲！,0,
任天堂家的小兔子,保密,"就业指导？垃圾！
人生生活指导？牛逼！[妙啊]",0,
藏_一,男,又教育缺失了[笑哭]都教了，你这种怎么卖课啊，就是故意开这个口子给公众的。,0,
气泡水与猫,保密,这啥?内容啊?,0,
扑棱猹子,男,老师可以开网课吗，大一新生真的很需要这个,0,
湿巾擦一下w,保密,第1145141粉丝，这么臭的粉丝数干脆不关注了（,0,
SliverO,男,巨婴多一点儿不好吗[笑哭],0,
左邊的小鯨魚,保密,普法找律师？？,0,
老王ul,保密,好臭的粉丝数[妙啊],0,
云烟杳杳,女,支持支持支持,0,
针对一个人,保密,你才知道啊[doge]我还在挨毒打呢[脱单doge],0,
亦歌Inga,女,老师可以在上课时候录制一下吗[大哭][大哭][大哭]真的很需要网课,1,
玥三爻,男,这个课真的很好，不要再让“大学生”这个贬义词继续恶化了[笑哭]虽然大部分开玩笑但还是挺不是滋味,4412,"现在大学生可以直接自嘲为大学牲了……[笑哭][笑哭][笑哭]
没啥体能，还容易被骗，生活常识也比较少，我可以算其代表了"
玥三爻,男,这个课真的很好，不要再让“大学生”这个贬义词继续恶化了[笑哭]虽然大部分开玩笑但还是挺不是滋味,4412,没办法，学校只看成绩结果，社会常识一般只能靠家里人教，但大多数家长也知识匮乏，于是只能自己到处碰壁
